id,question,mode,status,elapsed,agent_type,product_name,manual_name,ret,error
12,"""你们的快递员态度特别差，送货时还辱骂我，我要投诉！""",reuse_customer,ok,0.00,customer,,,"非常抱歉给您带来这么差的收货体验，快递员辱骂客户是不能接受的。我们会协助您尽快投诉并跟进处理。

请您提供以下信息，方便我们核实并反馈快递公司：  
1. 订单号/运单号  
2. 收货人姓名和手机号后四位  
3. 送货时间、快递公司名称  
4. 事情经过（如有录音、短信/聊天截图也可提供）

收到后我们会为您登记投诉，要求快递公司核查处理，并反馈处理结果。如您仍未收到包裹，也可以同时告知我们当前包裹状态，我们会协助催派或改派。",
13,"""你们的商品存在质量问题，我使用了一次就坏了，联系客服没人管！""",reuse_customer,ok,0.00,customer,,,"非常抱歉给您带来不好的体验，也理解您现在的着急和不满。请您先不要担心，我们会尽快为您处理。

麻烦您提供以下信息，方便我们核实并加急售后：  
1. 订单号/下单手机号  
2. 商品损坏部位照片或视频  
3. 使用一次后出现的具体问题描述  
4. 之前联系过客服的时间或沟通截图（如有）

收到后我们会优先核查，如确认属于质量问题，将按售后规则为您办理退换货、维修或退款处理。对于您反馈“联系客服没人管”的情况，我们也会同步记录并反馈给相关人员改进服务。",
14,"""我收到的商品被拆封过，里面还有污渍，明显是二手商品，我要投诉！""",reuse_customer,ok,0.00,customer,,,"非常抱歉给您带来这么差的收货体验，这种情况我们会按异常售后/投诉优先处理。

请您先不要继续使用商品，并保留外包装、快递面单和商品现状。麻烦您提供以下信息，方便我们马上核实并处理：

1. 订单号  
2. 商品外包装/封口被拆开的照片  
3. 商品污渍位置的清晰照片或视频  
4. 快递面单照片  
5. 您希望的处理方式：退货退款 / 换新 / 投诉追责

收到信息后，我们会为您登记投诉并提交仓库/物流核查。如确认商品存在拆封、污渍或二次销售问题，将为您优先办理退换或退款处理，并跟进责任部门整改。给您造成的不便，我们再次深表歉意。",
15,"""你们的商品宣传是正品，但是我收到后验证是假货，我要投诉！""",reuse_customer,ok,0.00,customer,,,"非常抱歉给您带来这样的购物体验，我们非常重视“疑似假货”问题，会优先为您核查处理。

请您先不要丢弃商品、外包装、吊牌/防伪码等材料，并提供以下信息给我们：  
1. 订单号/下单手机号  
2. 商品实物照片、包装照片、防伪验证结果截图或鉴定证明  
3. 您认为与正品不符的具体位置说明

收到后我们会立即提交投诉工单并升级核查商品来源。若核实存在问题，我们会按平台规则为您办理退货退款/赔付等处理，并对相关商品和商家进行进一步处理。  
您也可以直接在订单页面发起“售后/投诉”，我们会同步跟进。",
16,"""我收到商品后，发现商品有轻微划痕，不影响使用，能申请换货吗？""",reuse_customer,ok,0.00,customer,,,"可以申请换货的。很抱歉给您带来不好的体验，建议您在订单售后有效期内提交“换货/售后”申请，并提供以下信息便于核实：

1. 商品划痕位置的清晰照片/视频  
2. 商品外包装、物流面单照片  
3. 订单号及问题说明  

我们核实为非人为原因后，会按售后规则为您安排换货。若您不方便换货，也可以说明情况，我们也会帮您看看是否有其他处理方案。",
17,"""我想换货，但是原来的商品包装盒丢了，还能换吗？"",
""需要我额外支付包装费吗？""",reuse_customer,ok,0.00,customer,,,"可以申请换货，但是否能通过要看商品情况和换货原因：

1. **如果是质量问题/错发漏发**：即使原包装盒丢了，一般也可以协助处理换货，建议您提交问题照片/视频便于核实。  
2. **如果是非质量原因换货**：原包装丢失可能会影响二次销售，商家需要审核；若商品、配件、吊牌、赠品等齐全且不影响使用，通常仍可尝试申请。

**包装费方面**：一般不会单独收取“包装费”。但请您退回时用其他纸箱/气泡袋做好保护，避免运输损坏。若因缺少原包装导致商品价值受影响，可能会以审核结果为准。

您可以在订单里提交换货申请，并备注“原包装盒已丢失”，同时上传商品现状照片，我们会尽快帮您确认是否支持换货。",
18,"""我想退货，但是已经超过7天无理由退换货期限了，还能退吗？""",reuse_customer,ok,0.00,customer,,,"您好，超过“7天无理由退换货”期限后，若是非商品质量问题，一般无法办理无理由退货。

如果商品存在质量问题、错发漏发、描述不符等情况，仍可申请售后处理。建议您准备以下信息后联系我们/提交售后申请：  
1. 订单号  
2. 商品问题照片或视频  
3. 外包装、配件是否齐全  
4. 收货时间及问题说明  

我们会根据商品实际情况和售后政策，为您核实是否可退货、换货或维修。",
19,"""请问你们的商品能提供纸质版说明书吗？"",
""电子版在哪里可以找到？""",reuse_customer,ok,0.00,customer,,,"您好，可以的。  

1. **纸质版说明书**：部分商品包装内会随附纸质说明书；如未随箱提供，您可以联系客服提供**订单号/商品型号**，我们帮您确认是否可补寄或提供纸质版。  

2. **电子版说明书**：一般可在以下位置查看：  
   - 商品详情页的“说明书/资料下载”区域  
   - 订单页面或售后服务入口  
   - 品牌官网的“支持/下载中心”  
   - 也可以直接联系在线客服，我们可为您发送电子版链接或文件。  

您把商品名称或订单号发我，我帮您查询对应说明书。",
20,"""请问你们家的商品能寄到国外吗？"",
""运费怎么算？大概需要多久能到？""",reuse_customer,ok,0.00,customer,,,"您好，可以的，部分商品支持寄送到国外，但需根据收货国家/地区、商品类型和物流限制确认。

运费一般按以下因素计算：  
1. 收货国家/地区  
2. 商品重量/体积  
3. 选择的物流方式  
4. 是否产生关税或清关费用（通常由当地海关政策决定）

时效方面，一般国际物流约 **7–20个工作日**，具体会因国家地区、清关速度和物流渠道不同而变化。

您可以把要购买的商品、收货国家/城市发给我们，我们帮您确认是否可寄、预估运费和大概到达时间。",
21,"""我购买的商品，想开发票抬头为公司，需要注意什么？"",
""抬头写错了，能重新开具吗？""",reuse_customer,ok,0.00,customer,,,"可以的，开公司抬头发票建议注意以下几点：

1. **公司抬头需填写完整准确**：请按营业执照上的公司全称填写。  
2. **税号必填**：公司发票一般需要填写统一社会信用代码/纳税人识别号。  
3. **发票类型**：如需增值税专用发票，可能还需提供开户行、账号、注册地址、电话等信息，具体以开票页面要求为准。  
4. **开票金额与内容**：通常按实际支付金额和订单商品内容开具，不支持随意更改品类或金额。  
5. **提交前请核对**：抬头、税号一旦开具错误，处理会相对麻烦。

如果**抬头写错了**，一般可以申请重新开具。请您通过订单详情的“申请发票/发票管理”入口，或联系在线客服，提供：  
- 订单号  
- 原错误发票信息  
- 正确公司抬头和税号  
- 如是纸质发票，可能需要先寄回原发票  

我们会协助作废或红冲原发票后重新开具，具体处理时效以财务审核为准。",
22,"""我收到商品后，发现商品有瑕疵，但是已经使用过了，能售后吗？"",
""换货还是只能维修？""",reuse_customer,ok,0.00,customer,,,"可以申请售后。若商品瑕疵属于质量问题，且不是使用过程中人为造成的，即使已使用过，也可以提交售后申请。

一般处理方式如下：  
1. **在售后有效期内且确认质量问题**：可优先申请换货；若无库存或不适合换货，可能安排维修或退款。  
2. **已使用但不影响二次鉴定**：需提供瑕疵照片/视频、订单号，由售后核实后判断是否支持换货。  
3. **若为人为损坏或正常使用磨损**：通常不支持免费换货，可能只能维修，或需付费维修。

建议您先提交售后申请，并上传瑕疵清晰照片/视频，我们会根据商品情况和售后规则为您确认是换货还是维修。",
23,"""我想取消订单，但是订单已经付款了，能全额退款吗？""",reuse_customer,ok,0.00,customer,,,"可以的，具体要看订单状态：

- **未发货**：您可以直接申请取消订单，审核通过后一般会**全额原路退款**（含实际支付金额）。
- **已发货/已出库**：通常无法直接取消，您可以选择**拒收**或收到后申请退货退款；商品退回并验收无误后退款，运费是否退还以订单规则为准。
- **使用了优惠券/积分**：退款时会按平台规则退回或失效，具体以页面显示为准。

您可以在【我的订单】找到该订单，点击【取消订单/申请退款】操作。若页面无法操作，请把**订单号**发给我，我帮您进一步核实处理方式。",
24,"""请问你们的商品有售后保障卡吗？"",
""卡丢了，还能享受售后服务吗？""",reuse_customer,ok,0.00,customer,,,"您好，部分商品会随箱附带售后保障卡/保修卡，具体以商品页面说明和实际包装为准。

如果卡丢了，一般也不影响正常售后服务。您可以凭以下任一信息申请售后：  
1. 平台订单记录/订单号  
2. 购买凭证或发票  
3. 商品序列号、包装信息等（如有）

只要商品在售后保障期内，并符合退换/维修条件，我们都会按规定为您处理。您可以直接在订单页申请售后，或把订单号发给客服协助查询。",
25,"""请问你们家支持以旧换新服务吗？""",reuse_customer,ok,0.00,customer,,,"您好，部分商品/品类支持以旧换新服务，具体以商品页面活动标识或下单页面显示为准。  

您可以这样查看：  
1. 进入对应商品详情页，查看是否有“以旧换新/旧机抵扣”等入口；  
2. 下单时若支持，会显示旧品估价、回收方式和抵扣金额；  
3. 如您不确定，可以把商品链接/型号发给我们，我们帮您确认是否支持以及具体流程。",
26,"""请问你们的智能客服能解答哪些问题？"",
""智能客服解答不了的问题，怎么办？""",reuse_customer,ok,0.00,customer,,,"您好，智能客服可以协助解答常见电商服务问题，例如：

1. **订单相关**：下单、修改/取消订单、订单状态查询  
2. **物流配送**：发货时间、物流进度、签收异常、地址问题  
3. **售后服务**：退货、换货、退款、维修/质保咨询  
4. **发票问题**：开票、补开发票、发票信息修改  
5. **支付与优惠**：支付异常、优惠券/活动规则咨询  
6. **投诉与反馈**：商品、服务、物流等问题反馈处理指引  

如果智能客服无法解决您的问题，您可以选择**转接人工客服**或**提交工单/留言**。建议您同时提供订单号、问题截图、联系方式等信息，人工客服会进一步核实并协助处理。",
33,"""家支持7天无理由退货吗？"",
""需要满足什么条件？""",reuse_customer,ok,0.00,customer,,,"您好，一般情况下，店铺支持符合条件的商品办理 **7天无理由退货**，具体以商品页面/订单售后规则为准。

需满足以下条件：  
1. **签收后7天内**提交退货申请；  
2. 商品需保持**完好、未使用、不影响二次销售**；  
3. 外包装、吊牌/标签、配件、赠品、说明书、发票等需**齐全完整**；  
4. 非定制类、鲜活易腐、贴身/个人护理、已拆封影响安全卫生或其他法律/平台规定不支持无理由退货的商品。  

如非质量问题退货，通常退回运费由买家承担；若是质量问题或商家原因，我们会按规则处理运费。您可以在订单页面点击“申请售后/退货退款”提交，我们会尽快审核。",
34,"""我购买的商品，收到后发现少发了一件，怎么办？"",
""什么时候能补寄？需要我承担运费吗？""",reuse_customer,ok,0.00,customer,,,"很抱歉给您带来不便。请您先提供以下信息，我们会尽快为您核实处理：

1. 订单号  
2. 少发的商品名称/数量  
3. 包裹外包装面单照片、箱内商品照片  
4. 如有开箱视频，也请一并提供

我们收到信息后会联系仓库核对出库记录及包裹重量。若确认少发，会为您安排补寄或按您的意愿处理退款。

补寄时间：一般核实通过后 1–2 个工作日内安排发出，具体到达时间以物流为准。  
运费：因少发产生的补寄运费由商家承担，您无需承担。",
35,"""想换成其他款式，能换货吗？""",reuse_customer,ok,0.00,customer,,,"可以的，若商品在售后期内且不影响二次销售（未使用、吊牌/包装/配件齐全），一般可以申请换成其他款式。

您可以这样操作：  
1. 在订单页面点击【申请售后/换货】；  
2. 选择想更换的款式/规格；  
3. 如有差价，按页面提示补差或退差；  
4. 按售后地址寄回商品，审核通过后为您发出新款。

温馨提示：若是个人原因换款，往返运费通常需买家承担；若商品存在质量问题，运费由商家承担。您也可以把订单号和想换的款式发我，我帮您确认是否支持换货。",
36,"""请问商品的生产日期是什么时候？""",reuse_customer,ok,0.00,customer,,,"您好，商品的生产日期一般以实物包装上的标签/喷码为准，通常会标注在外包装、瓶底/盒底或封口处。

如果您已经下单或收到商品，可以把订单号、商品名称以及包装上批号/喷码照片发给我们，我们帮您核实具体生产日期；如果还未购买，也可以提供商品链接或规格，我们帮您咨询仓库当前批次信息。",
37,"""请问你们的商品能提供上门安装服务吗？""",reuse_customer,ok,0.00,customer,,,"您好，一般部分大件商品或指定品类支持上门安装，具体需以商品页面标注或下单时可选服务为准。

您可以这样确认：  
1. 查看商品详情页是否有“上门安装/安装服务”说明；  
2. 下单时查看是否可勾选安装服务；  
3. 若已下单，请提供订单号/商品名称，我们帮您查询是否支持安装及费用；  
4. 如支持，通常可在商品送达后预约安装时间。

如果您把商品链接或订单号发来，我可以帮您进一步确认。",
38,"""请问你们的商品能提供试用装吗？""",reuse_customer,ok,0.00,customer,,,"您好，部分商品可能会提供试用装/小样，具体要看商品类目、库存及当前活动安排。

您可以这样确认：
1. 查看商品详情页是否标注“试用装/小样/体验装”；  
2. 下单前把想了解的商品链接或名称发给我们，我们帮您查询是否有试用装；  
3. 若暂无试用装，也可以看看是否有小规格/体验装可购买。",
39,"""我购买的商品，使用一段时间后出现质量问题，还能售后吗？""",reuse_customer,ok,0.00,customer,,,"您好，可以申请售后。请您先提供以下信息，我们会帮您核实处理方案：

1. 订单号/购买账号  
2. 商品出现问题的照片或视频  
3. 问题描述及大概出现时间  
4. 商品外包装、配件是否齐全（如需寄回会用到）

如果商品仍在售后/质保期内，确认属于质量问题后，可按规则为您安排维修、换货或其他处理；若已超出质保期或属于人为损坏，我们也会协助确认是否可付费维修。建议您尽快提交资料，我们帮您跟进。",
40,"""我想给商品更换成更大的尺寸，能换吗？"",
""尺寸差价怎么处理？""",reuse_customer,ok,0.00,customer,,,"可以的亲，如果商品未使用、不影响二次销售，且吊牌/包装/配件齐全，在售后时效内一般可以申请换更大尺寸，具体以页面售后入口和库存为准。

**操作方式：**  
进入订单 → 申请售后 → 选择“换货/更换尺码” → 选择需要的大尺码并提交。

**尺寸差价处理：**  
- 如果新尺码价格相同：直接换货即可。  
- 如果新尺码更贵：需要补差价，客服可协助确认补差方式。  
- 如果新尺码更便宜：差价一般会原路退回或按平台规则处理。  
- 若系统不支持直接补差/退差，可能需要您先退货退款后重新下单对应尺码。

建议您把订单号和想更换的尺码发来，我帮您确认库存和差价处理方式。",
41,"""快递丢失了，怎么办？""，
""这种情况你们会怎么赔偿？多久能解决？""",reuse_customer,ok,0.00,customer,,,"非常抱歉给您带来不便。快递疑似丢失的话，建议您先把**订单号/收件手机号/快递单号**发给我们，我们会立即联系快递核实轨迹并发起异常件处理。

一般处理方式如下：

1. **先核实物流状态**：我们会催促快递网点查找包裹，并确认是否确认为丢失。  
2. **确认丢失后赔付/处理**：  
   - 如果商品仍有库存：可为您安排**补发**；  
   - 如果您不想等或无库存：可为您办理**退款**；  
   - 如涉及额外赔偿，会根据平台规则、商品金额及快递核实结果处理。  
3. **处理时效**：通常物流核查需要 **1–3个工作日**；确认丢失后，补发/退款一般会尽快安排，退款到账时间以支付渠道为准。

您不用自行和快递扯皮，我们会协助跟进。请把订单信息发我，我马上帮您登记处理。",
42,"""我购买的商品，想申请退款，但是已经使用过了，能退吗？""",reuse_customer,ok,0.00,customer,,,"您好，是否能退款需要看商品类型、使用情况以及退款原因：

1. **如果是商品质量问题**：即使已使用过，也可以申请售后处理。建议您在订单中提交退款/退货申请，并上传问题照片、视频等凭证，我们会尽快核实处理。  
2. **如果是非质量原因**：已使用过且影响二次销售的商品，一般不支持无理由退货退款。  
3. **特殊商品**（如贴身用品、食品、定制类、拆封后不宜退换的商品等）可能不支持退换，具体以页面规则为准。

您可以先在订单里发起售后申请，说明原因并上传凭证，平台/商家会根据实际情况审核。",
43,"""我购买的商品，快递送达时，我不在家，怎么办？""",reuse_customer,ok,0.00,customer,,,"您好，快递送达时您不在家，可以这样处理：

1. **联系快递员**：在物流信息里查看派件员电话，协商改时间派送、放到快递柜/驿站，或约定其他地点签收。  
2. **保持电话畅通**：快递员派送前通常会联系您，方便沟通处理方式。  
3. **查看物流状态**：如果显示“派送失败/无人签收”，一般会再次派送或暂存网点。  
4. **尽快处理**：若长时间未领取，包裹可能会被退回。如有退回风险，您也可以联系商家客服协助跟进。

建议您先查看物流详情并联系派件员，通常都可以安排妥善处理。",
44,"""请问你们的优惠券能用于所有商品吗？""",reuse_customer,ok,0.00,customer,,,"您好，优惠券不一定适用于所有商品，具体以优惠券的使用规则为准哦。

您可以查看优惠券详情，一般会标明：
- 适用商品/店铺/品类范围  
- 是否有满减门槛  
- 有效期  
- 是否可与其他优惠叠加  
- 不可用商品或特殊活动限制  

下单结算时，系统也会自动显示当前订单可用的优惠券；如果没有显示，通常说明该商品或订单条件暂不符合使用规则。

如果您方便提供优惠券名称/截图或想购买的商品链接，我可以帮您一起核对是否可用。",
45,"""请问你们的商品能提供终身维修服务吗？""",reuse_customer,ok,0.00,customer,,,"您好，是否支持“终身维修”需要根据具体商品品牌和售后政策确认。一般情况下：

- 在保修期内，符合保修范围的质量问题可按政策免费维修/换新；
- 超出保修期后，通常可提供有偿维修或协助联系品牌售后；
- 部分商品可能不支持终身维修，具体以商品页面说明或品牌售后政策为准。

您可以提供一下商品名称/型号或订单号，我们帮您查询对应的售后服务政策。",
46,"""我上个月购买的家电，使用不到一个月就出现故障，联系售后寄回维修，现在已经维修15天了，还没收到，而且我发现商品是翻新机，并非全新，要求退货退款并赔偿，请问该怎么处理？""",reuse_customer,ok,0.00,customer,,,"非常抱歉给您带来不好的体验。您这个情况涉及 **质量故障、维修超时/延迟、疑似翻新机冒充全新机**，建议按以下方式处理：

1. **先保留证据**  
   请保存好订单截图、商品页面“全新”宣传信息、故障视频/照片、寄修物流单号、维修单号、售后沟通记录，以及能证明疑似翻新机的证据（如序列号激活时间、历史维修记录、外观使用痕迹、厂家鉴定等）。

2. **提交退货退款/投诉申请**  
   在订单售后页面选择“退货退款”或“商品质量问题/描述不符/疑似翻新机”，上传上述证据，并备注：  
   “使用不到一个月故障，已寄修15天未解决，疑似翻新机冒充全新，要求退货退款并依法/按平台规则赔付。”

3. **要求出具检测/鉴定结果**  
   可要求商家或品牌售后提供书面检测报告、维修进度说明，以及该机器是否为全新机的核验结果。

4. **赔偿问题需核实后处理**  
   如果核实确实存在翻新机冒充全新、虚假宣传或质量问题未按约处理，平台/商家应按售后规则及相关法律规定处理，包括退货退款及相应赔付。

5. **建议您现在提供信息给客服加急**  
   请准备：订单号、维修单号、寄修物流单号、购买时间、故障描述、翻新机证据截图/照片。客服可据此帮您升级投诉，催促商家/品牌售后限时给出处理方案。

在问题未解决前，建议不要确认售后完成，也不要删除相关聊天和凭证。",
47,"""我在你们平台批量购买了100件商品用于企业采购，收到货后发现有20件存在质量问题，15件少发，而且发票开错了抬头，需要重新开具，同时想申请质量问题商品的换货和少发商品的补寄，请问流程是什么？"",",reuse_customer,ok,0.00,customer,,,"您好，给您带来不便非常抱歉。您这种情况可同时处理 **质量问题换货、少发补寄、发票重开**，建议按以下流程操作：

1. **准备资料**
   - 订单号、收货人信息；
   - 20件质量问题商品的照片/视频（能体现问题点、商品外包装/条码更好）；
   - 15件少发的凭证：外箱照片、面单、装箱清单、实际收货数量照片等；
   - 正确的发票抬头、税号、开票信息及接收邮箱/地址。

2. **提交售后申请**
   - 在订单页面选择“申请售后/联系客服”；
   - 质量问题的20件选择“换货”，上传问题凭证；
   - 少发的15件选择“少件/漏发补寄”，上传收货数量及包装凭证；
   - 若系统无法同时提交，建议先联系在线客服备注“企业采购批量订单”，由客服协助合并处理。

3. **质量问题商品换货**
   - 审核通过后，我们会告知退回方式/取件方式；
   - 收到退回商品并核验后，会安排换货发出；如确认为质量问题，相关运费一般由商家承担。

4. **少发商品补寄**
   - 客服核实仓库出库记录和物流重量后，确认少发会尽快安排15件补寄，并提供补寄物流单号。

5. **发票重开**
   - 请提供正确抬头和税号；
   - 原发票如已开具，通常需先作废/冲红后重新开具；
   - 若为纸质发票，可能需要您寄回原票；电子发票则按流程作废/红冲后重开。

建议您先把以上资料整理好，通过订单售后入口提交，或直接联系在线客服说明“100件企业采购订单，20件质量问题、15件少发、发票抬头错误需重开”，客服会为您建立工单并跟进处理。",
48,"""我购买的食品类商品，收到后发现生产日期临近过期，而且包装破损，部分商品受潮无法食用，我要求退货退款并赔偿，同时担心食用了受潮商品影响健康，请问能提供相关保障吗？""",reuse_customer,ok,0.00,customer,,,"非常抱歉给您带来不好的购物体验。食品出现包装破损、受潮无法食用的情况，我们会优先按食品安全售后处理。

请您先按以下方式操作：

1. **立即停止食用**相关商品，并保留未食用部分、外包装、快递包装和商品标签。  
2. **拍照/录像留证**：包括破损包装、受潮情况、生产日期/保质期、批次号、快递面单等。  
3. 在订单页面提交**退货退款/仅退款申请**，售后原因选择“商品破损/变质/食品安全问题”，并上传凭证。  
4. 如商品确实存在破损受潮、影响食用的情况，我们会协助您办理**退款/退货退款**，退回运费由责任方承担；是否可直接仅退款，会根据商品状态和平台规则核实处理。  
5. 关于您提出的**赔偿诉求**，请一并在售后申请中备注，我们会根据实际情况、商品问题凭证及平台/商家相关规则协助核实处理。

关于健康保障：如果您食用后出现不适，建议您**尽快就医**，并保留就诊记录、诊断证明、检查单、费用票据等材料。您可以将相关凭证提交给客服，我们会协助反馈商家/平台进行食品安全问题核查及后续责任处理。

请您把**订单号、商品照片/视频、生产日期和破损受潮情况**发给我们，我们会尽快为您跟进。",
49,"""我购买的商品包装破损，商品出现损坏，而且快递员拒绝承认是运输问题，同时我已经签收商品，请问还能申请售后吗？""",reuse_customer,ok,0.00,customer,,,"可以申请售后，已签收也不代表不能处理。建议您尽快按以下步骤操作：

1. **保留证据**：不要丢弃外包装、快递面单、填充物及受损商品。  
2. **拍照/录像**：拍摄外包装破损处、快递面单、商品损坏细节、整体包装情况；如有开箱视频也一并保留。  
3. **提交售后申请**：进入订单页面选择“申请售后/退换货/退款”，问题类型可选“商品破损/物流损坏”，上传相关凭证。  
4. **说明情况**：备注“签收后发现包装破损及商品损坏，快递员拒绝承认运输问题”，平台/商家会根据证据协助核实。  
5. **联系在线客服**：如果系统无法提交或已超出入口时间，请联系平台客服人工介入处理。

一般情况下，只要在售后期限内且凭证充分，仍可申请退款、换货或维修等处理。",
