id,question,gpt55_product,current_product,gpt55_manual,current_manual,gpt55_top1_key,current_top1_key,top1_same,retrieval_set_same,overlap_count,gpt55_retrieval_count,current_retrieval_count,gpt55_toc_like_top2,current_toc_like_top2,gpt55_answer_not_provided,current_answer_not_provided,gpt55_top1_preview,current_top1_preview
100,使用洗碗机前如何安装可折叠下层篮架？,洗碗机,洗碗机,洗碗机手册.txt,洗碗机手册.txt,"(0, 6016, 6434)","(0, 6248, 6434)",False,False,0,4,4,False,False,False,False,# 餐具放入洗碗机 只有有序放置餐具，才能在能耗、洗涤和烘干效果方面实现洗碗机的最佳使用。 ・放入洗碗机前擦去餐具上的大块食物残渣（骨头、种子等）。・尽可能将细长窄小的物品放在碗篮中间区域。・洗碗机内有两个独立碗篮。 将较脏、较大的物品放在下层碗篮，较小、精致、较轻的物品放在上层碗篮。・将碗、杯、锅等中空器具倒扣在洗碗机中，避免深处积水。 A 为防止受伤，餐叉、面包刀等尖锐刀具请务必尖头朝下或水平放置在碗篮中。・先取出下层碗篮的餐具，再取出上层碗篮的餐具。 # 洗碗机装载建议 <PIC> <PIC> #餐具错误装载方式 <PIC> # 餐具篮（视型号而定） 餐具篮设计用于更干净地清洗叉、勺等餐,# 洗碗机装载建议 <PIC> <PIC> #餐具错误装载方式 <PIC> # 餐具篮（视型号而定） 餐具篮设计用于更干净地清洗叉、勺等餐具。 <PIC> # 可折叠下层篮架丝（2 根）（视型号而定） 机器下层碗篮上的两根可折叠架丝设计用于更方便地放置锅、碗等大件物品（1、2）。 您可单独或同时折叠每根架丝以创造更大空间。按下卡扣（A）放下折叠架丝。 <PIC>
101,如何调节洗碗机满载时上下碗篮的高度？,洗碗机,洗碗机,洗碗机手册.txt,洗碗机手册.txt,"(0, 6436, 6811)","(0, 6436, 6731)",False,False,0,4,5,False,False,False,False,# 空载上层篮高度调节 #（视型号而定） 您可根据待洗餐具的尺寸调节上层篮高度。 使用篮滚轮改变碗篮高度。 1. 将上层篮导轨末端的限位器拨到一旁（A）。 洗碗机_042. 取出碗篮（B）。 洗碗机_05 3. 改变滚轮位置，将碗篮放回导轨并关闭限位器（C）。 洗碗机_06# 负载上层篮高度调节 #（视型号而定） 机器上层篮的碗篮调节机构可让您无需将碗篮取出，直接上下调节满载碗篮的高度，根据需要在机器上层或下层创造更大空间。 升高碗篮： 1. 抓住上层篮一侧架丝（左或右）向上提起（A）。 2. 另一侧重复相同操作。 <PIC> 3. 确保碗篮高度调节机构两侧处于同一水平（高或低）。 # 降低碗,# 空载上层篮高度调节 #（视型号而定） 您可根据待洗餐具的尺寸调节上层篮高度。 使用篮滚轮改变碗篮高度。 1. 将上层篮导轨末端的限位器拨到一旁（A）。 洗碗机_042. 取出碗篮（B）。 洗碗机_05 3. 改变滚轮位置，将碗篮放回导轨并关闭限位器（C）。 洗碗机_06# 负载上层篮高度调节 #（视型号而定） 机器上层篮的碗篮调节机构可让您无需将碗篮取出，直接上下调节满载碗篮的高度，根据需要在机器上层或下层创造更大空间。 升高碗篮： 1. 抓住上层篮一侧架丝（左或右）向上提起（A）。 2. 另一侧重复相同操作。 <PIC> 3. 确保碗篮高度调节机构两侧处于同一水平（高或低）。
102,如何清洁洗碗机的进水管滤网？,洗碗机,洗碗机,洗碗机手册.txt,洗碗机手册.txt,"(0, 10516, 10903)","(0, 10904, 11040)",False,False,0,4,6,False,False,False,False,# 机器内部清洁 根据脏污程度，空载运行预洗程序（不加洗涤剂）或长程序（加洗涤剂）清洁机器内部和内胆。 若机器内积水，按照取消程序章节的操作排水。 若无法排水，清洁机器底部堆积的残渣，疏通水路。 # 过滤器清洁 为保证机器高效运行，至少每周清洁一次过滤器。 检查过滤器上是否有食物残渣。 若有残渣，取出并在流水下彻底清洁。 1. 逆时针旋转微过滤器（3）和粗过滤器（2）组件，从底座（A）中拉出。 <PIC> <PIC> 2. 拉出金属 / 塑料过滤器（1）（B）。 <PIC> 3. 向内按压粗过滤器上的两个卡爪，将粗过滤器与组件分离（C）。 <PIC> 4. 用刷子在自来水下清洁所有三个过滤器。,# 进水管滤网清洁 安装在进水管上的滤网可防止市政供水或自备水系统中的杂质（沙、污垢、铁锈等）损坏机器。 定期检查滤网和水管，必要时清洁。 1. 关闭水龙头并拆下水管。2. 取出滤网后在自来水下清洁。3. 将清洁后的滤网装回水管原位。 4. 将水管装回水龙头。 <PIC>
103,如何清洁洗碗机的上层喷淋臂？,洗碗机,洗碗机,洗碗机手册.txt,洗碗机手册.txt,"(0, 10904, 11340)","(0, 11042, 11214)",False,False,0,4,6,False,False,False,False,# 进水管滤网清洁 安装在进水管上的滤网可防止市政供水或自备水系统中的杂质（沙、污垢、铁锈等）损坏机器。 定期检查滤网和水管，必要时清洁。 1. 关闭水龙头并拆下水管。2. 取出滤网后在自来水下清洁。3. 将清洁后的滤网装回水管原位。 4. 将水管装回水龙头。 <PIC> # 喷淋臂清洁 为保证机器高效运行，至少每周清洁一次喷淋臂。 # 下层喷淋臂 检查下层喷淋臂（1）上的孔是否堵塞。 若堵塞，拆下并清洁喷淋臂。 向上拉动下层喷淋臂拆下（A、B）。 # 上层喷淋臂 检查上层喷淋臂（2）上的孔是否堵塞。 若堵塞，拆下并清洁喷淋臂。 向左旋转螺母拆下上层喷淋臂（C、D）。 安装上层喷淋臂时确保螺母,# 喷淋臂清洁 为保证机器高效运行，至少每周清洁一次喷淋臂。 # 下层喷淋臂 检查下层喷淋臂（1）上的孔是否堵塞。 若堵塞，拆下并清洁喷淋臂。 向上拉动下层喷淋臂拆下（A、B）。 # 上层喷淋臂 检查上层喷淋臂（2）上的孔是否堵塞。 若堵塞，拆下并清洁喷淋臂。 向左旋转螺母拆下上层喷淋臂（C、D）。 安装上层喷淋臂时确保螺母拧紧。 <PIC>
104,如何拆除空气净化器滤网的塑料包装？,空气净化器,空气净化器,空气净化器手册.txt,空气净化器手册.txt,"(0, 746, 1173)","(0, 667, 923)",False,False,0,4,5,False,False,False,False,# 如何拆除滤网塑料包装 新产品内置一体式滤网。拆除滤网包装前请务必拔下设备插头。 注意 滤网塑料包装拆除后无法退货。1 双手握住设备上盖并向上拉起。<PIC> 2 握住背部滤网盖把手并向前拉出。<PIC> 3 拆除滤网上的塑料包装。未拆除包装会产生异响，滤网无法正常工作，且可能引发火灾或损坏设备。<PIC> 4 将滤网上下推入设备，确保滤网贴合紧密。<PIC> 5 装回滤网盖。先将盖子插入设备底部固定卡槽。向前滑动盖子，使其卡入顶部卡槽。<PIC> 6 双手握住设备上盖并滑回原位，确保标识朝前。<PIC> 7 滤网安装完成后，长按控制面板上的睡眠 + 自动键 5 秒以上进行初始化。重置后红色,# 清洁时 注意 使用柔软干布及温和清洁剂清洁设备。请勿通电清洁，以免导致触电或故障。使用前请拆除滤网上的塑料包装。 注意 请将塑料包装远离儿童，以防窒息。 # 如何拆除滤网塑料包装 新产品内置一体式滤网。拆除滤网包装前请务必拔下设备插头。 注意 滤网塑料包装拆除后无法退货。1 双手握住设备上盖并向上拉起。<PIC> 2 握住背部滤网盖把手并向前拉出。<PIC> 3 拆除滤网上的塑料包装。未拆除包装会产生异响，滤网无法正常工作，且可能引发火灾或损坏设备。<PIC> 4 将滤网上下推入设备，确保滤网贴合紧密。
105,如何安装空气净化器的脚轮？,空气净化器,空气净化器,空气净化器手册.txt,空气净化器手册.txt,"(0, 746, 1173)","(0, 1056, 1173)",False,False,0,4,4,False,False,False,False,# 如何拆除滤网塑料包装 新产品内置一体式滤网。拆除滤网包装前请务必拔下设备插头。 注意 滤网塑料包装拆除后无法退货。1 双手握住设备上盖并向上拉起。<PIC> 2 握住背部滤网盖把手并向前拉出。<PIC> 3 拆除滤网上的塑料包装。未拆除包装会产生异响，滤网无法正常工作，且可能引发火灾或损坏设备。<PIC> 4 将滤网上下推入设备，确保滤网贴合紧密。<PIC> 5 装回滤网盖。先将盖子插入设备底部固定卡槽。向前滑动盖子，使其卡入顶部卡槽。<PIC> 6 双手握住设备上盖并滑回原位，确保标识朝前。<PIC> 7 滤网安装完成后，长按控制面板上的睡眠 + 自动键 5 秒以上进行初始化。重置后红色,# 脚轮安装（可选）1 空气净化器包装盒内有一小盒，内含 4 个脚轮和 8 颗螺丝。2 用螺丝刀拆下空气净化器底部四个底座。3 每个脚轮用两颗螺丝替换原底座。4 保留拆下的底座和螺丝以备后续使用。 注意 若滤盒内无脚轮盒，请联系客服。
106,空气净化器通常有哪些模式？如何设置？这些模式有什么特点？,空气净化器,空气净化器,空气净化器手册.txt,空气净化器手册.txt,"(0, 1174, 1592)","(0, 1341, 1592)",False,False,0,4,4,False,False,False,False,# 室内空气净化器 <PIC> 注意 产品功能和规格可能因型号而异。<PIC> <PIC> <PIC> <PIC> 注意 建议每 6-12 个月更换一次滤网。更换周期可能因产品使用情况而异。 # 显示屏 <PIC> # 控制面板 <PIC> # 控制面板说明 <PIC> 注意 普通款及加大款室内空气净化器不支持 Wi‑Fi 功能。 # 常规运行 按下启动键开机。将显示上次选择的运行模式。按控制面板上的上下键选择所需风速。可在 1 档（F1）至 18 档（F18）之间调节风速。<PIC> 净化器开机时传感器初始化，初始化期间显示屏显示相应状态。 注意 # 自动运行 自动模式可根据室内空气质量自动,# 常规运行 按下启动键开机。将显示上次选择的运行模式。按控制面板上的上下键选择所需风速。可在 1 档（F1）至 18 档（F18）之间调节风速。<PIC> 净化器开机时传感器初始化，初始化期间显示屏显示相应状态。 注意 # 自动运行 自动模式可根据室内空气质量自动调节风速。按下开机键启动。将显示上次选择的运行模式。按下自动键选择自动模式。每次按下该键可在自动运行和常规运行之间切换。 注意 智能自动运行期间无法调节风速。VOC 传感器检测室内空气质量，设备自动调节风速以提供更洁净的空气。<PIC>
107,空气净化器的室内空气质量指示灯是什么？,空气净化器,空气净化器,空气净化器手册.txt,空气净化器手册.txt,"(0, 2070, 2567)","(0, 2036, 2333)",False,False,0,4,4,False,False,False,False,# 自动关机功能 <PIC> 注意 自动关机模式下净化器将自动关机。若断电，预设自动关机时间将取消，需重新设置。 # 室内空气质量（IAQ）指示灯 可通过室内空气质量指示灯实时查看室内空气质量。该指示灯以灯光形式环绕显示屏外缘。设备根据检测到的细颗粒物浓度显示空气质量。传感器检测室内空气质量，设备通过四种不同颜色显示空气状态。 空气质量状态 <PIC> 注意 在室外空气可进入的环境（如门口、通风口、窗户等），室内空气质量可能显示为更清洁的等级。室内空气质量指示灯可能对部分颗粒物无反应，读数可能与其他空气质量检测设备不同。 # 如何清洁设备内外 清洁前请务必拔下电源插头。 注意 为保证最佳效果，,# 静音功能 静音：同时长按上键和某键 3 秒可开启或关闭提示音。 # 自动关机功能 <PIC> 注意 自动关机模式下净化器将自动关机。若断电，预设自动关机时间将取消，需重新设置。 # 室内空气质量（IAQ）指示灯 可通过室内空气质量指示灯实时查看室内空气质量。该指示灯以灯光形式环绕显示屏外缘。设备根据检测到的细颗粒物浓度显示空气质量。传感器检测室内空气质量，设备通过四种不同颜色显示空气状态。 空气质量状态 <PIC> 注意 在室外空气可进入的环境（如门口、通风口、窗户等），室内空气质量可能显示为更清洁的等级。室内空气质量指示灯可能对部分颗粒物无反应，读数可能与其他空气质量检测设备不同。
108,如何清洁空气净化器的设备内外？,空气净化器,空气净化器,空气净化器手册.txt,空气净化器手册.txt,"(0, 2070, 2567)","(0, 2334, 2481)",False,False,0,4,5,False,False,False,False,# 自动关机功能 <PIC> 注意 自动关机模式下净化器将自动关机。若断电，预设自动关机时间将取消，需重新设置。 # 室内空气质量（IAQ）指示灯 可通过室内空气质量指示灯实时查看室内空气质量。该指示灯以灯光形式环绕显示屏外缘。设备根据检测到的细颗粒物浓度显示空气质量。传感器检测室内空气质量，设备通过四种不同颜色显示空气状态。 空气质量状态 <PIC> 注意 在室外空气可进入的环境（如门口、通风口、窗户等），室内空气质量可能显示为更清洁的等级。室内空气质量指示灯可能对部分颗粒物无反应，读数可能与其他空气质量检测设备不同。 # 如何清洁设备内外 清洁前请务必拔下电源插头。 注意 为保证最佳效果，,# 如何清洁设备内外 清洁前请务必拔下电源插头。 注意 为保证最佳效果，每月清洁 1-2 次净化器。灰尘较多的地区建议增加清洁频率。1 用温水或温和清洁剂浸湿的布擦拭净化器外壳，再用软布擦干。2 打开背部滤网盖并取出滤网。用吸尘器和湿毛巾清洁滤网仓内部。3 每月清洁设备及预过滤网 1-2 次。
109,如何清洁空气净化器的滤网？,空气净化器,空气净化器,空气净化器手册.txt,空气净化器手册.txt,"(0, 2070, 2567)","(0, 2334, 2481)",False,False,0,4,5,False,False,False,False,# 自动关机功能 <PIC> 注意 自动关机模式下净化器将自动关机。若断电，预设自动关机时间将取消，需重新设置。 # 室内空气质量（IAQ）指示灯 可通过室内空气质量指示灯实时查看室内空气质量。该指示灯以灯光形式环绕显示屏外缘。设备根据检测到的细颗粒物浓度显示空气质量。传感器检测室内空气质量，设备通过四种不同颜色显示空气状态。 空气质量状态 <PIC> 注意 在室外空气可进入的环境（如门口、通风口、窗户等），室内空气质量可能显示为更清洁的等级。室内空气质量指示灯可能对部分颗粒物无反应，读数可能与其他空气质量检测设备不同。 # 如何清洁设备内外 清洁前请务必拔下电源插头。 注意 为保证最佳效果，,# 如何清洁设备内外 清洁前请务必拔下电源插头。 注意 为保证最佳效果，每月清洁 1-2 次净化器。灰尘较多的地区建议增加清洁频率。1 用温水或温和清洁剂浸湿的布擦拭净化器外壳，再用软布擦干。2 打开背部滤网盖并取出滤网。用吸尘器和湿毛巾清洁滤网仓内部。3 每月清洁设备及预过滤网 1-2 次。
110,如何更换空气净化器的滤网？,空气净化器,空气净化器,空气净化器手册.txt,空气净化器手册.txt,"(0, 746, 1173)","(0, 2482, 2688)",False,False,0,4,5,False,False,False,False,# 如何拆除滤网塑料包装 新产品内置一体式滤网。拆除滤网包装前请务必拔下设备插头。 注意 滤网塑料包装拆除后无法退货。1 双手握住设备上盖并向上拉起。<PIC> 2 握住背部滤网盖把手并向前拉出。<PIC> 3 拆除滤网上的塑料包装。未拆除包装会产生异响，滤网无法正常工作，且可能引发火灾或损坏设备。<PIC> 4 将滤网上下推入设备，确保滤网贴合紧密。<PIC> 5 装回滤网盖。先将盖子插入设备底部固定卡槽。向前滑动盖子，使其卡入顶部卡槽。<PIC> 6 双手握住设备上盖并滑回原位，确保标识朝前。<PIC> 7 滤网安装完成后，长按控制面板上的睡眠 + 自动键 5 秒以上进行初始化。重置后红色,# 滤网清洁 1 若滤网过脏请直接更换。滤网污染程度因使用环境和运行时长而异，清洁时间相应调整。2 更换滤网期间，可用吸尘器或软刷清洁预过滤网。 禁止 切勿用水清洗滤网。 # 更换滤网 1 需更换滤网时，滤网更换指示灯将亮起红色。每 6-12 个月更换一次滤网（滤网安装详见第 4 页）。2 更换滤网后重置指示灯。长按控制面板上的睡眠 + 自动键 5 秒以上重置指示灯。<PIC> 注意 滤网寿命取决于使用环境。
111,如何清洁空气净化器的灰尘传感器？,空气净化器,空气净化器,空气净化器手册.txt,空气净化器手册.txt,"(0, 2568, 2966)","(0, 2689, 2836)",False,False,0,4,4,False,False,False,False,# 更换滤网 1 需更换滤网时，滤网更换指示灯将亮起红色。每 6-12 个月更换一次滤网（滤网安装详见第 4 页）。2 更换滤网后重置指示灯。长按控制面板上的睡眠 + 自动键 5 秒以上重置指示灯。<PIC> 注意 滤网寿命取决于使用环境。 # 灰尘传感器清洁 1 双手握住设备上盖并向上拉起。<PIC> 2 握住背部滤网盖把手并向前拉出。<PIC> 3 拆下设备右侧灰尘传感器盖。<PIC> 4 用蘸少量水的棉签擦拭灰尘传感器镜头和进风口，再用干净干棉签彻底擦干。<PIC> 5 装回灰尘传感器盖。装回滤网盖。将设备上盖标识朝前装回。 # 注意 请勿使用丙酮、酒精等强腐蚀性化学试剂擦拭传感器部件，,# 灰尘传感器清洁 1 双手握住设备上盖并向上拉起。<PIC> 2 握住背部滤网盖把手并向前拉出。<PIC> 3 拆下设备右侧灰尘传感器盖。<PIC> 4 用蘸少量水的棉签擦拭灰尘传感器镜头和进风口，再用干净干棉签彻底擦干。<PIC> 5 装回灰尘传感器盖。装回滤网盖。将设备上盖标识朝前装回。
112,空气净化器需要长期存放时该怎么做？,空气净化器,空气净化器,空气净化器手册.txt,空气净化器手册.txt,"(0, 2070, 2567)","(0, 1174, 1340)",False,False,0,4,5,False,False,False,False,# 自动关机功能 <PIC> 注意 自动关机模式下净化器将自动关机。若断电，预设自动关机时间将取消，需重新设置。 # 室内空气质量（IAQ）指示灯 可通过室内空气质量指示灯实时查看室内空气质量。该指示灯以灯光形式环绕显示屏外缘。设备根据检测到的细颗粒物浓度显示空气质量。传感器检测室内空气质量，设备通过四种不同颜色显示空气状态。 空气质量状态 <PIC> 注意 在室外空气可进入的环境（如门口、通风口、窗户等），室内空气质量可能显示为更清洁的等级。室内空气质量指示灯可能对部分颗粒物无反应，读数可能与其他空气质量检测设备不同。 # 如何清洁设备内外 清洁前请务必拔下电源插头。 注意 为保证最佳效果，,# 室内空气净化器 <PIC> 注意 产品功能和规格可能因型号而异。<PIC> <PIC> <PIC> <PIC> 注意 建议每 6-12 个月更换一次滤网。更换周期可能因产品使用情况而异。 # 显示屏 <PIC> # 控制面板 <PIC> # 控制面板说明 <PIC> 注意 普通款及加大款室内空气净化器不支持 Wi‑Fi 功能。
113,如何了解这款健身单车的技术规格？,健身单车,健身单车,健身单车手册.txt,健身单车手册.txt,"(0, 1755, 2641)","(0, 231, 477)",False,False,0,4,7,False,False,False,False,# 移动单车 移动立式单车时，小心将把手向自身方向倾斜，同时向下按压单车前部，将单车推至目标位置。注意：移动时请小心。动作过猛可能影响电脑运行。 <PIC> 此图标表示潜在危险情况，如未避免，可能导致死亡或重伤。# 使用本设备前，请遵守以下警告：阅读并理解完整手册。妥善保管手册以备日后参考。！阅读并理解本机上的所有警告。如警告标签在任何时候出现松动、模糊或脱落，请联系当地经销商更换标签。严禁儿童靠近或使用本机。机器运动部件及其他结构可能对儿童造成危险。不适合 14 岁以下人士使用。开始运动计划前请咨询医生。如运动中出现胸部疼痛、胸闷、呼吸急促或头晕，请立即停止运动。再次使用前请咨询医生。本机电,如需更换零件，请仅使用Nautilus原厂替换零件及配件。未使用原厂零件可能对使用者造成危险、影响机器正常运行并使保修失效。在本机完全装配完毕并按照手册检查性能正常前，请勿使用。首次使用前，请阅读并理解随本机提供的完整手册，并妥善保管以备日后参考。请按给定顺序完成所有装配步骤。装配不当可能导致受伤或功能异常。本产品含有磁铁。近距离情况下，磁场可能干扰部分医疗设备的正常使用。在装配、维护和/或使用产品时，使用者可能靠近磁铁区域。鉴于起搏器等设备的重要性，使用本设备前请务必咨询医疗服务人员。
114,启动健身单车前，我需要做什么？,健身单车,健身单车,健身单车手册.txt,健身单车手册.txt,"(0, 1551, 1754)","(0, 1551, 1754)",True,False,1,4,8,False,False,False,False,# 8. 安装水壶架 注：带*的配件已预装在控制台立柱上，不在配件卡上。 <PIC> # 9. 连接交流电源适配器 <PIC> # 10. 最终检查 检查机器，确保所有配件紧固、部件装配正确。务必在手册首页指定位置记录序列号。在本机完全装配并按照用户手册检查性能正常前，请勿使用或投入使用！ 使用前# 单车水平调节 后稳定器两侧配有水平调节脚。旋转旋钮调节稳定器脚垫。运动前确保单车水平、稳固。 <PIC>,# 8. 安装水壶架 注：带*的配件已预装在控制台立柱上，不在配件卡上。 <PIC> # 9. 连接交流电源适配器 <PIC> # 10. 最终检查 检查机器，确保所有配件紧固、部件装配正确。务必在手册首页指定位置记录序列号。在本机完全装配并按照用户手册检查性能正常前，请勿使用或投入使用！ 使用前# 单车水平调节 后稳定器两侧配有水平调节脚。旋转旋钮调节稳定器脚垫。运动前确保单车水平、稳固。 <PIC>
115,我听说买的这款健身单车配有控制台和显示功能，能为我介绍一下吗？,健身单车,健身单车,健身单车手册.txt,健身单车手册.txt,"(0, 2999, 5938)","(0, 2266, 2515)",False,False,0,4,7,False,False,False,False,# 程序显示 程序显示区向使用者展示信息，网格区域显示程序运动曲线。曲线中每一列代表一个运动区间（运动段）。列越高，阻力等级越高。闪烁列表示当前运动区间。# 强度显示 强度显示区根据当前阻力等级显示实时运动强度。# 心率区间显示 心率区间显示当前使用者心率所属区间。可将这些心率区间作为特定目标区间（无氧、有氧或燃脂）的运动指导。开始运动计划前请咨询医生。如运动中出现胸部疼痛、胸闷、呼吸急促或头晕，请立即停止运动。再次使用前请咨询医生。显示屏显示的心率为近似值，仅供参考。注：如未检测到心率，显示屏将空白。# 目标显示 目标显示区显示当前所选目标类型（距离、时间或卡路里）、当前目标完成值及目标完成,请勿在室外或潮湿环境中使用本机。保持脚踏板清洁干燥。机器两侧至少预留 0.6 米（24 英寸）空间。这是设备周围通行和紧急下机的推荐安全距离。机器使用时请勿让他人进入此区域。运动时请勿过度用力。按照本手册说明操作机器。正确调节并安全锁定所有位置调节装置。确保调节装置不会碰到使用者。在本机上运动需要协调性和平衡感。运动中速度和阻力等级可能发生变化，请保持注意力，避免失去平衡导致受伤。本设备不适合身体、感官、精神能力障碍者（包括儿童）或缺乏经验与知识者使用，除非在负责其安全的人员监督或指导下使用。
116,在健身单车上运动前，我需要调整什么来保证运动的舒适度？,健身单车,健身单车,健身单车手册.txt,健身单车手册.txt,"(0, 1755, 2641)","(0, 4443, 4684)",False,False,1,4,8,False,False,False,False,# 移动单车 移动立式单车时，小心将把手向自身方向倾斜，同时向下按压单车前部，将单车推至目标位置。注意：移动时请小心。动作过猛可能影响电脑运行。 <PIC> 此图标表示潜在危险情况，如未避免，可能导致死亡或重伤。# 使用本设备前，请遵守以下警告：阅读并理解完整手册。妥善保管手册以备日后参考。！阅读并理解本机上的所有警告。如警告标签在任何时候出现松动、模糊或脱落，请联系当地经销商更换标签。严禁儿童靠近或使用本机。机器运动部件及其他结构可能对儿童造成危险。不适合 14 岁以下人士使用。开始运动计划前请咨询医生。如运动中出现胸部疼痛、胸闷、呼吸急促或头晕，请立即停止运动。再次使用前请咨询医生。本机电,运动中燃脂的最有效方法是慢速起步，逐渐增加强度，直至心率达到最大心率的 50–70%，保持该速度并将心率维持在目标区间 20 分钟以上。维持目标心率时间越长，身体燃脂越多。图表为基于年龄的通用建议目标心率简要指南。如前所述，您的最佳目标心率可能更高或更低。请咨询医生获取个人目标心率区间。注：与所有运动和健身计划一样，增加运动时间或强度时请谨慎判断。燃脂目标心率 <PIC> 操作# 穿着建议 穿着橡胶底运动鞋。穿着适合运动、活动自如的衣物。# 运动频率 开始运动计划前请咨询医生。
117,使用健身单车的轻松骑行类别时，我能体验到哪些预设运动程序？,健身单车,健身单车,健身单车手册.txt,健身单车手册.txt,"(0, 5939, 7149)","(0, 6661, 6902)",False,False,0,4,9,False,False,False,False,# 选择用户档案 所有运动均保存到用户档案。开始运动前请选择正确的用户档案。默认显示上次运动的用户。用户档案默认为默认值，可通过编辑自定义。请编辑用户档案以获得更准确的卡路里和心率信息。在开机模式界面，按增加（♠）或减少（▼）按钮选择一个用户档案。控制台将显示用户档案名称和图标。# 编辑用户档案 1. 在开机模式界面，按增加（♠）或减少（▼）按钮选择一个用户档案。2. 按确认按钮选择用户档案。3. 控制台显示编辑提示和当前用户档案名称。按确认键开始编辑用户档案选项。如需退出编辑用户档案选项，按暂停/结束按钮，控制台返回开机模式界面。4. 控制台显示姓名提示和当前用户档案名称。注：首次编辑时用户,自定义下部显示完成后，按确认键设置。 <PIC> 8. 控制台返回已选择用户的开机模式界面。# 重置用户档案 1. 在开机模式界面，按增加（♠）或减少（▼）按钮选择一个用户档案。2. 按确认按钮选择用户档案。3. 控制台显示当前用户档案名称和编辑提示。按增加（♠）或减少（▼）按钮切换提示。注：如需退出编辑用户档案选项，按暂停/结束按钮，控制台返回开机模式界面。4. 控制台显示重置提示和当前用户档案名称。按确认键开始重置用户档案选项。5. 控制台将确认重置请求（默认选择“否”）。
118,使用健身单车的山地类别时，我能体验到哪些预设运动程序？,健身单车,健身单车,健身单车手册.txt,健身单车手册.txt,"(0, 5939, 7149)","(0, 7150, 7369)",False,False,0,4,9,False,False,False,False,# 选择用户档案 所有运动均保存到用户档案。开始运动前请选择正确的用户档案。默认显示上次运动的用户。用户档案默认为默认值，可通过编辑自定义。请编辑用户档案以获得更准确的卡路里和心率信息。在开机模式界面，按增加（♠）或减少（▼）按钮选择一个用户档案。控制台将显示用户档案名称和图标。# 编辑用户档案 1. 在开机模式界面，按增加（♠）或减少（▼）按钮选择一个用户档案。2. 按确认按钮选择用户档案。3. 控制台显示编辑提示和当前用户档案名称。按确认键开始编辑用户档案选项。如需退出编辑用户档案选项，按暂停/结束按钮，控制台返回开机模式界面。4. 控制台显示姓名提示和当前用户档案名称。注：首次编辑时用户,# 山地 派克峰 <PIC> 胡德山 <PIC> 金字塔 <PIC> # 挑战 上坡冲刺 <PIC> 交叉训练 <PIC> 间歇训练 <PIC> # 运动曲线与目标程序 控制台可选择预设程序和运动目标类型（距离、时间或卡路里），并设置目标值。1. 坐在机器上。2. 按增加（♣）或减少（▼）按钮选择正确的用户档案。3. 按程序按钮。4. 按左（◀）或右（▶）按钮选择运动类别。5. 按增加（♠）或减少（▼）按钮选择预设运动，然后按确认键。
119,挑战健身单车的最高难度类别时，我能体验到哪些预设运动程序？,健身单车,健身单车,健身单车手册.txt,健身单车手册.txt,"(0, 7223, 10822)","(0, 7150, 7369)",False,False,0,4,9,False,False,False,False,# 运动曲线与目标程序 控制台可选择预设程序和运动目标类型（距离、时间或卡路里），并设置目标值。1. 坐在机器上。2. 按增加（♣）或减少（▼）按钮选择正确的用户档案。3. 按程序按钮。4. 按左（◀）或右（▶）按钮选择运动类别。5. 按增加（♠）或减少（▼）按钮选择预设运动，然后按确认键。6. 按增加（♠）或减少（▼）按钮选择目标类型（距离、时间或卡路里），然后按确认键。7. 按增加（♠）或减少（▼）按钮调整运动数值。8. 按确认键开始目标运动。目标值将倒计时，完成百分比增加。注：卡路里目标模式下，每列代表 2 分钟时间段。活动列每 2 分钟向右移动一次。如运动超过 30 分钟，活动列固定在,# 山地 派克峰 <PIC> 胡德山 <PIC> 金字塔 <PIC> # 挑战 上坡冲刺 <PIC> 交叉训练 <PIC> 间歇训练 <PIC> # 运动曲线与目标程序 控制台可选择预设程序和运动目标类型（距离、时间或卡路里），并设置目标值。1. 坐在机器上。2. 按增加（♣）或减少（▼）按钮选择正确的用户档案。3. 按程序按钮。4. 按左（◀）或右（▶）按钮选择运动类别。5. 按增加（♠）或减少（▼）按钮选择预设运动，然后按确认键。
